Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
Bernard Diffuser 400A,BED435,,"https://www.cigweld.com.au/wp-content/uploads/2023/10/BED435-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/10/BED435-Rear.jpg","<div class=""typography"">
	</div>","<ul class=""product-features"">
						<li class=""product-feature product-feature--copyimage"">
					<img src="""" class=""product-feature__image"">
					<div class=""product-feature__copy typography"">
											</div>
				</li>
					</ul>",,,https://www.cigweld.com.au/product/bernard-diffuser-400a/
Contact Tip 0.8mm M6,BZT6808,,"https://www.cigweld.com.au/wp-content/uploads/2023/10/BZT6808-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/10/BZT6808-Rear.jpg","<div class=""typography"">
	</div>","<ul class=""product-features"">
						<li class=""product-feature product-feature--copyimage"">
					<img src="""" class=""product-feature__image"">
					<div class=""product-feature__copy typography"">
											</div>
				</li>
					</ul>",,,https://www.cigweld.com.au/product/contact-tip-0-8mm-m6-6808/
Contact Tip 1.2mm (Suitable for 1.0mm AL Wires),BET7412,,"https://www.cigweld.com.au/wp-content/uploads/2023/10/BET7412-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/10/BET7412-Rear.jpg","<div class=""typography"">
	</div>","<ul class=""product-features"">
						<li class=""product-feature product-feature--copyimage"">
					<img src="""" class=""product-feature__image"">
					<div class=""product-feature__copy typography"">
											</div>
				</li>
					</ul>",,,https://www.cigweld.com.au/product/contact-tip-1-2mm-bernard/
Nozzle Adjustable 13mm,TWN22A13,,"https://www.cigweld.com.au/wp-content/uploads/2023/10/TWN22A13-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/10/TWN22A13-Rear.jpg","<div class=""typography"">
	</div>","<ul class=""product-features"">
						<li class=""product-feature product-feature--copyimage"">
					<img src="""" class=""product-feature__image"">
					<div class=""product-feature__copy typography"">
											</div>
				</li>
					</ul>",,,https://www.cigweld.com.au/product/nozzle-adjustable-13mm/
Contact Tip 0.6mm,BET7406,,"https://www.cigweld.com.au/wp-content/uploads/2023/10/BET7406-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/10/BET7406-Rear.jpg","<div class=""typography"">
	</div>","<ul class=""product-features"">
						<li class=""product-feature product-feature--copyimage"">
					<img src="""" class=""product-feature__image"">
					<div class=""product-feature__copy typography"">
											</div>
				</li>
					</ul>",,,https://www.cigweld.com.au/product/contact-tip-0-6mm-bernard/
Coreweld 69LT H4 – 1.2mm,35LL12773V,,https://www.cigweld.com.au/wp-content/uploads/2021/04/Coreweld-Prime_MC3H4_MC4H4.jpg,"<div class=""typography"">
	<p>Coreweld 69LT H4 is a metal cored wire for the welding of high strength steels (&gt;690 MPa) with excellent sub-zero toughness down to -60 degrees C and low diffusible hydrogen levels. Suitable for welding with Ar/CO2 gas mixtures.</p>
<p>Typically used on high strength steel fabrications of Cranes, Lifting Equipment, Truck Trays, Military Vehicles and Armoured Vehicles.</p>
<h4>FEATURES:</h4>
<p>Metal Cored Flux Cored wire<br>
• High deposition efficiency &amp; deposition rates<br>
• Suitable for welding of high strength steels (&gt;690 MPa)<br>
• Excellent sub-zero toughness down to -60 degrees C<br>
• Low diffusible hydrogen levels with H4 classification<br>
• Suitable for welding with Ar/CO2 gas mixtures.<br>
• Vacuumed packed in foil for protection against moisture<br>
• Precision layered wound<br>
• Spatter levels very low to extremely low</p>
</div>",,"<p><strong>Current Range (amps)</strong><br>Min : 100<br>
Max : 320</p> <p><strong>Voltage Range (Volts)</strong><br>Min : 16<br>
Max : 32</p> <p><strong>Shielding Gas</strong><br>M21 (EN ISO 14175)<br>
</p> <p><strong>Polarity</strong><br>DC+</p> <p><strong>Alloy Type</strong><br>C Mn, low alloy steel (2% Ni, 0.5% Mo)</p> <p><strong>Diff Hydrogen</strong><br>&lt; 4ml/100g</p>",Coreweld Prime Brochure_E (https://www.cigweld.com.au/wp-content/uploads/2021/05/Coreweld-Prime-Brochure_E-1.pdf),https://www.cigweld.com.au/product/coreweld-69lt-h4-1-2mm/
Tri-Arc Extreme Torch,AA62991424,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_68_lg_AA62991424.jpg.png,"<div class=""typography"">
	<p>The Tri-Arc Extreme Torch offers a one torch body that accepts three types of heads that can be tailored to fit your application best.</p>
<ul>
<li>Ideal for gouging</li>
<li>Four Barrel Nozzle Gives Optimum Metal Removal</li>
<li>Improved Torch Air Flow</li>
<li>Optimised air Flow to Control Noise</li>
<li>360</li>
</ul>
</div>",,"<p><strong>Carbon Size</strong><br>Round: 8-19mm</p> <p><strong>Duty Cycle</strong><br>2,200A @ 100%</p>",,https://www.cigweld.com.au/product/tri-arc-extreme-torch/
Coreweld 69LT H4 – 1.6mm,35LL16773V,,https://www.cigweld.com.au/wp-content/uploads/2021/04/Coreweld-Prime_MC3H4_MC4H4.jpg,"<div class=""typography"">
	<p>Coreweld 69LT H4 is a metal cored wire for the welding of high strength steels (&gt;690 MPa) with excellent sub-zero toughness down to -60 degrees C and low diffusible hydrogen levels. Suitable for welding with Ar/CO2 gas mixtures.</p>
<p>Typically used on high strength steel fabrications of Cranes, Lifting Equipment, Truck Trays, Military Vehicles and Armoured Vehicles.</p>
<h4>FEATURES:</h4>
<p>Metal Cored Flux Cored wire<br>
• High deposition efficiency &amp; deposition rates<br>
• Suitable for welding of high strength steels (&gt;690 MPa)<br>
• Excellent sub-zero toughness down to -60 degrees C<br>
• Low diffusible hydrogen levels with H4 classification<br>
• Suitable for welding with Ar/CO2 gas mixtures.<br>
• Vacuumed packed in foil for protection against moisture<br>
• Precision layered wound<br>
• Spatter levels very low to extremely low</p>
</div>",,"<p><strong>Current Range (amps)</strong><br>Min : 140<br>
Max : 450</p> <p><strong>Voltage Range (Volts)</strong><br>Min : 18<br>
Max : 36</p> <p><strong>Shielding Gas</strong><br>M21 (EN ISO 14175)</p> <p><strong>Polarity</strong><br>DC+</p> <p><strong>Alloy Type</strong><br>C Mn, low alloy steel (2% Ni, 0.5% Mo)</p> <p><strong>Diff Hydrogen</strong><br>&lt; 4ml/100g</p>",Coreweld Prime Brochure_E (https://www.cigweld.com.au/wp-content/uploads/2021/05/Coreweld-Prime-Brochure_E-1.pdf),https://www.cigweld.com.au/product/coreweld-69lt-h4-1-6mm/
ESAB Cutmaster 40+,0559141006,,"https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster40plusgallery-3-e1688247318125.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster40plusgallery-1.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster40plusgallery-2.jpg","<div class=""typography"">
	<section class=""wpb-content-wrapper""><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-12""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h2>MEET THE CUTMASTER 40+: THE PORTABLE PLASMA CUTTER WITH MORE POWER THAN YOU THOUGHT POSSIBLE.</h2>

		</div>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<p>ESAB Cutmaster 40+ is the perfect combination of power and portability for hand-held plasma cutting machines. Plus means more, so we’ve added a user-friendly 4.3in. TFT LCD screen and we’ve also upgraded the power of the machine to provide more control and flexibility so you can master any genuine cutting with ease to 12mm, regular hand cutting to 16mm, and occasional severance cutting to 25mm. Together with the SL60 1Torch, it all adds up to the total plasma cutting package.</p>
<h3>PORTABILITY</h3>
<p><strong>MAXIMUM PORTABILITY</strong><br>
Cutmaster 40+ features an all-new ergonomic design for the best portability in its class – without sacrificing performance. It weighs only 11.5 kg, with multiple handles and carrying points that help it feel even lighter.</p>
<p><strong>GREATER FLEXIBILITY</strong><br>
With an incredible arc stretch, Cutmaster 40+ can be used in unusual cutting positions while maintaining cut quality. It comes with a complete range of consumables out of the box for cutting and gouging, and it runs on 200–240 V power with automatic amperage adjustment.</p>

		</div>
	</div>
</div></div></div><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_single_image wpb_content_element vc_align_left  vc_custom_1688239939383"">
		
		<figure class=""wpb_wrapper vc_figure"">
			<div class=""vc_single_image-wrapper   vc_box_border_grey""><img loading=""lazy"" decoding=""async"" width=""1000"" height=""667"" src=""https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401.jpg"" class=""vc_single_image-img attachment-large"" alt="""" title=""descriptionimage40+1"" srcset=""https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401.jpg 1000w, https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401-768x512.jpg 768w, https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401-874x583.jpg 874w, https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401-180x120.jpg 180w, https://www.cigweld.com.au/wp-content/uploads/2023/07/descriptionimage401-600x400.jpg 600w"" sizes=""(max-width: 1000px) 100vw, 1000px""></div>
		</figure>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_single_image wpb_content_element vc_align_left"">
		
		<figure class=""wpb_wrapper vc_figure"">
			<div class=""vc_single_image-wrapper   vc_box_border_grey""><img loading=""lazy"" decoding=""async"" width=""1000"" height=""667"" src=""https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus.jpg"" class=""vc_single_image-img attachment-large"" alt="""" title=""main-image-40plus"" srcset=""https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus.jpg 1000w, https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus-768x512.jpg 768w, https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus-874x583.jpg 874w, https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus-180x120.jpg 180w, https://www.cigweld.com.au/wp-content/uploads/2023/07/main-image-40plus-600x400.jpg 600w"" sizes=""(max-width: 1000px) 100vw, 1000px""></div>
		</figure>
	</div>
</div></div></div><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h3>POWERFUL</h3>
<p><strong>INCREDIBLE PERFORMANCE</strong><br>
Cutmaster 40+ has remarkable power for a machine of its size. The legendary 1TorchTM allows for a best-in-class 12 mm pierce and cut capacity and up to 25 mm max sever. With an extraordinary 40% duty cycle at 40 A, thanks to all-new hybrid cooling technology, your hands will give up before this machine does.</p>
<p><strong>SERIOUS DURABILITY</strong><br>
We put Cutmaster 40+ in proven industrial-grade housing to ensure it can take a battering and keep performing. With an IP23 all-weather rating, Cutmaster 40+ is ready to work where you need it to – rain or shine, day in and day out. Cutmaster 40+ also comes with new Black Series consumables that last up to 60% longer before needing to be replaced.</p>

		</div>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-12""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h4>3-YEAR WARRANTY</h4>
<p>ESAB’s industry-leading service and support means that if you do need help, you will be protected by the most comprehensive warranty in the business.</p>
<p>Cutmaster 40+, like every ESAB machine, is backed by our commitment to superior customer service and support.</p>

		</div>
	</div>
</div></div></div></div>
</section></div>",,"<p><strong>Amperage Output</strong><br>10 – 40A, continuously adjustable</p> <p><strong>Recommended Generator Size</strong><br>8kW (or higher)</p> <p><strong>Genuine Cutting &amp; Pierce Capacity </strong><br>12mm*</p> <p><strong>Regular Hand Cutting Capacity </strong><br>16mm*</p> <p><strong>Maximum Severance Cut Capacity </strong><br>25mm*</p> <p><strong>Open Circuit Voltage (OCV) </strong><br>298V</p> <p><strong>Input Voltage </strong><br>230VAC +/- 10%, 50/60Hz, 1ph</p> <p><strong>Rated Duty Cycle @ 40°C </strong><br>40% @ 40A, 100% @ 20A</p> <p><strong>Amperage Draw (at Maximum Cut Capacity)</strong><br>27A @ 230V</p> <p><strong>Power Factor at Max Current </strong><br>0.98</p> <p><strong>Input Power Cable and Plug </strong><br>3m 1ph 2.5mm² 15A AU plug</p> <p><strong>Work Lead with Ground Clamp </strong><br>3m 10mm² work cable with 25mm² connection</p> <p><strong>Gas Requirements </strong><br>Compressed air (Clean &amp; Dry)</p> <p><strong>Operating Temperature Range</strong><br>-10°C to + 50°C</p> <p><strong>Compressed Air Pressure Requirement </strong><br>90 – 125psi (6.2 – 8.6bar) (0.62 – 0.86Mpa)</p> <p><strong>Compressed Air Flow Requirement </strong><br>142 – 235 l/min.</p> <p><strong>SL60 Torch Duty Cycle</strong><br>100% @ 60A with 165 l/min air flow</p> <p><strong>Torches – for use with Cutmaster 40+  (compatible with all Torch ATC  torch connections)</strong><br>SL60 Torch (supplied)</p> <p><strong>Enclosure Class </strong><br>IP23S</p> <p><strong>Certifications </strong><br>CE, RCM</p> <p><strong>Dimensions L x W x H </strong><br>465mm x 200mm x 315mm</p> <p><strong>Weight </strong><br>11.5kg</p>",ESAB Cutmaster 40+ Data Sheet (https://www.cigweld.com.au/wp-content/uploads/2023/07/ESAB-Cutmaster-40.pdf),https://www.cigweld.com.au/product/esab-cutmaster-40-plus/
ESAB Cutmaster 50+,0559150006,,"https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster-50A-Plant.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster50.jpg,https://www.cigweld.com.au/wp-content/uploads/2023/07/CutMaster501.jpg","<div class=""typography"">
	<section class=""wpb-content-wrapper""><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-12""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h2>MEET THE CUTMASTER 50+: THE PORTABLE PLASMA CUTTER WITH MORE POWER THAN YOU THOUGHT POSSIBLE.</h2>

		</div>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<p>Cutmaster 50+ is the perfect combination of power and portability for hand-held plasma cutting machines. Plus means more, so we’ve added a user-friendly 4.3in. TFT LCD screen and we’ve also upgraded the power of the machine to provide more control and flexibility so you can master any genuine cutting with ease to 16mm, regular hand cutting to 25mm, and occasional severance cutting to 32mm. Together with the SL60 1Torch, it all adds up to the total plasma cutting package.</p>
<h3>PORTABILITY</h3>
<p><strong>MAXIMUM PORTABILITY</strong><br>
Cutmaster 50+ features an all-new ergonomic design for the best portability in its class – without sacrificing performance. It weighs only 16 kg, with multiple handles and carrying points that help it feel even lighter.</p>
<p><strong>GREATER FLEXIBILITY</strong><br>
With an incredible arc stretch, Cutmaster 50+ can be used in unusual cutting positions while maintaining cut quality. It comes with a complete range of consumables out of the box for cutting and gouging, and it runs on 400 V power with automatic amperage adjustment.</p>

		</div>
	</div>
</div></div></div><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_single_image wpb_content_element vc_align_left  vc_custom_1688242112227"">
		
		<figure class=""wpb_wrapper vc_figure"">
			<div class=""vc_single_image-wrapper   vc_box_border_grey""><img loading=""lazy"" decoding=""async"" width=""1000"" height=""667"" src=""https://www.cigweld.com.au/wp-content/uploads/2023/07/1.jpg"" class=""vc_single_image-img attachment-large"" alt="""" title=""1"" srcset=""https://www.cigweld.com.au/wp-content/uploads/2023/07/1.jpg 1000w, https://www.cigweld.com.au/wp-content/uploads/2023/07/1-768x512.jpg 768w, https://www.cigweld.com.au/wp-content/uploads/2023/07/1-874x583.jpg 874w, https://www.cigweld.com.au/wp-content/uploads/2023/07/1-180x120.jpg 180w, https://www.cigweld.com.au/wp-content/uploads/2023/07/1-600x400.jpg 600w"" sizes=""(max-width: 1000px) 100vw, 1000px""></div>
		</figure>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_single_image wpb_content_element vc_align_left"">
		
		<figure class=""wpb_wrapper vc_figure"">
			<div class=""vc_single_image-wrapper   vc_box_border_grey""><img loading=""lazy"" decoding=""async"" width=""1000"" height=""667"" src=""https://www.cigweld.com.au/wp-content/uploads/2023/07/2.jpg"" class=""vc_single_image-img attachment-large"" alt="""" title=""2"" srcset=""https://www.cigweld.com.au/wp-content/uploads/2023/07/2.jpg 1000w, https://www.cigweld.com.au/wp-content/uploads/2023/07/2-768x512.jpg 768w, https://www.cigweld.com.au/wp-content/uploads/2023/07/2-874x583.jpg 874w, https://www.cigweld.com.au/wp-content/uploads/2023/07/2-180x120.jpg 180w, https://www.cigweld.com.au/wp-content/uploads/2023/07/2-600x400.jpg 600w"" sizes=""(max-width: 1000px) 100vw, 1000px""></div>
		</figure>
	</div>
</div></div></div><div class=""wpb_column vc_column_container vc_col-sm-6""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h3>POWERFUL</h3>
<p><strong>INCREDIBLE PERFORMANCE</strong><br>
Cutmaster 50+ has remarkable power for a machine of its size. The legendary 1TorchTM allows for a best-in-class 16 mm pierce and cut capacity and up to 32 mm max sever. With an extraordinary 60% duty cycle at 50 A, thanks to all-new hybrid cooling technology, your hands will give up before this machine does.</p>
<p><strong>SERIOUS DURABILITY</strong><br>
We put Cutmaster 50+ in proven industrial-grade housing to ensure it can take a battering and keep performing. With an IP23 all-weather rating, Cutmaster 50+ is ready to work where you need it to – rain or shine, day in and day out. Cutmaster 50+ also comes with new Black Series consumables that last up to 60% longer before needing to be replaced.</p>

		</div>
	</div>
</div></div></div></div><div class=""vc_row wpb_row vc_row-fluid""><div class=""wpb_column vc_column_container vc_col-sm-12""><div class=""vc_column-inner""><div class=""wpb_wrapper"">
	<div class=""wpb_text_column wpb_content_element "">
		<div class=""wpb_wrapper"">
			<h4>3-YEAR WARRANTY</h4>
<p>ESAB’s industry-leading service and support means that if you do need help, you will be protected by the most comprehensive warranty in the business.</p>
<p>Cutmaster 50+, like every ESAB machine, is backed by our commitment to superior customer service and support.</p>

		</div>
	</div>
</div></div></div></div>
</section></div>",,"<p><strong>Amperage Output</strong><br>15 – 50A, continuously adjustable</p> <p><strong>Recommended Generator Size</strong><br>12kW (or higher)</p> <p><strong>Genuine Cutting &amp; Pierce Capacity </strong><br>16mm*</p> <p><strong>Regular Hand Cutting Capacity </strong><br>25mm*</p> <p><strong>Maximum Severance Cut Capacity </strong><br>32mm*</p> <p><strong>Input Voltage </strong><br>400VAC +/- 15%, 50/60Hz, 3ph</p> <p><strong>Rated Duty Cycle @ 40°C </strong><br>60% @ 50A, 100% @ 40A</p> <p><strong>Rated Duty Cycle @ 40°C </strong><br>40% @ 40A, 100% @ 20A</p> <p><strong>Recommended Circuit Breaker Size  (at Maximum Cut Capacity)</strong><br>25A</p> <p><strong>Amperage Draw  (at Maximum Cut Capacity)</strong><br>15.5A</p> <p><strong>Input Power Cable and Plug </strong><br>3m, 4.0mm2 without plug</p> <p><strong>Work Lead with Ground Clamp </strong><br>3m 10mm2 work cable with 25mm2 connection</p> <p><strong>Gas Requirements </strong><br>Compressed air (Clean &amp; Dry)</p> <p><strong>Operating Temperature Range</strong><br>-10°C to + 50°C</p> <p><strong>Compressed Air Pressure Requirement </strong><br>90 – 125psi (6.2 – 8.6bar) (0.62 – 0.86Mpa)</p> <p><strong>Compressed Air Flow Requirement </strong><br>142 – 235 l/min.</p> <p><strong>SL60 Torch Duty Cycle</strong><br>100% @ 60A with 165 l/min air flow</p> <p><strong>Torches – for use with Cutmaster 50+</strong><br>SL60 Torch (supplied)</p> <p><strong>Enclosure Class </strong><br>IP23S</p> <p><strong>Certifications </strong><br>CE, RCM</p> <p><strong>Dimensions L x W x H </strong><br>465mm x 200mm x 315mm</p> <p><strong>Weight </strong><br>16kg</p>",ESAB Cutmaster 50+ Data Sheet (https://www.cigweld.com.au/wp-content/uploads/2023/07/ESAB-Cutmaster-50.pdf),https://www.cigweld.com.au/product/esab-cutmaster-50-plus/
